Pathological_type,Appendiceal,Appendiceal,Appendiceal,Appendiceal,Appendiceal,Appendiceal,Appendiceal,Appendiceal,Appendiceal,Appendiceal,Ileal,Ileal,Ileal,Ileal,Ileal,Ileal,Ileal,Ileal,Ileal,Ileal,Ileal,Ileal,Ileal,Ileal,Ileal,Ileal,Ileal,Ileal,Ileal,Ileal,Ileal,Ileal
hsa-let-7f(2),-8.6947812,-5.721247593,-7.175179042,-6.835430938,-5.728980583,-8.696888829,-7.057936057,-8.043311247,-7.937445699,-6.420905265,-5.592238729,-5.514893668,-9.20430241,-5.890743503,-5.195129799,-5.081353695,-7.126413985,-6.2554052,-6.010789966,-7.424936679,-6.949568259,-6.954843897,-6.628744609,-6.794109394,-6.028815494,-7.292433199,-5.442287565,-7.113515117,-6.643938281,-6.854462292,-8.875295299,-7.070039809
hsa-miR-124(3),-17.54751876,-16.96071491,-16.62122845,-14.78182145,-21.53540908,-29.89735285,-16.4590808,-21.09645295,-29.89735285,-29.89735285,-18.92437307,-18.60964047,-29.89735285,-16.49860916,-20.76036174,-18.85432557,-29.89735285,-29.89735285,-19.32749725,-29.89735285,-18.59243118,-29.89735285,-19.50933557,-18.69278171,-29.89735285,-16.40800661,-20.41152355,-18.49327572,-29.89735285,-20.86668572,-29.89735285,-20.09160898
hsa-miR-151-3p(1),-8.404890838,-8.505250868,-9.330808207,-9.878650076,-9.295743452,-8.74277514,-8.776893471,-8.772996117,-9.693473183,-8.624312536,-9.160313516,-9.019825314,-10.31160908,-8.664993413,-9.260375171,-9.474888686,-8.344536497,-8.545765474,-8.93006326,-9.666724885,-9.281512214,-8.598131418,-10.09686525,-9.136688938,-10.34529359,-9.262585223,-9.117562175,-9.665695712,-8.503492671,-9.912939958,-8.710908502,-10.04487364
hsa-miR-32(1),-16.53925115,-10.97823639,-13.64616635,-14.53239748,-9.029509315,-29.89735285,-14.82304411,-14.26197482,-11.89992525,-10.8347243,-13.1258247,-12.86285477,-29.89735285,-13.17077545,-12.73446985,-11.53373567,-15.86979237,-14.81055317,-12.67950872,-11.86647023,-12.9371925,-8.729375552,-11.22469962,-7.949951343,-11.16100047,-9.748012582,-12.82144549,-10.36053461,-10.98461844,-10.59750539,-11.73327579,-10.16552837
hsa-miR-133a(2),-13.59528518,-12.66265702,-9.745092773,-9.28125995,-16.69125424,-12.89555985,-10.8343265,-10.4613083,-9.030507856,-15.03432814,-10.59224854,-14.01032268,-12.46170701,-12.03430999,-11.37645415,-12.6824646,-13.08690674,-13.15734816,-13.13697075,-10.56971031,-12.39748362,-13.12169114,-10.5260335,-15.56000971,-12.65726963,-11.35820162,-10.6516284,-12.37095296,-10.8779413,-14.74967093,-13.14830837,-10.24824406
hsa-miR-1307-5p(1),-5.937983979,-8.935719466,-8.704402711,-9.714061557,-9.876379695,-5.408583513,-8.878049224,-6.188270304,-6.828873863,-9.025679943,-9.807987723,-9.764327321,-7.964861976,-10.08735712,-9.501337666,-10.69522903,-6.468408109,-7.986127659,-9.096666197,-8.297871728,-7.171825994,-7.951768279,-7.579736541,-7.305655207,-9.003039831,-8.638300981,-11.46460708,-8.162063757,-6.528574526,-7.835578568,-6.424937422,-7.60143962
hsa-miR-214-5p(1),-29.89735285,-12.91764856,-12.07970087,-13.07326425,-14.8741183,-29.89735285,-13.54613753,-12.03018876,-11.01539949,-15.07857098,-14.07110231,-14.21183751,-18.08758473,-13.72993471,-13.60603824,-14.62414004,-14.64987032,-14.25914323,-14.17401188,-13.37544575,-13.73189622,-29.89735285,-12.45943827,-12.06354242,-12.68849934,-12.62842713,-14.19821423,-12.98762381,-12.09153342,-11.27403574,-13.14830837,-13.55305695
hsa-miR-140(1),-10.03432814,-8.598223668,-9.678695025,-10.08443134,-9.645016583,-12.93039686,-8.393574177,-8.923831346,-8.157419829,-8.922146511,-9.59054574,-7.615810746,-9.998933031,-9.197497466,-8.815703636,-9.728924342,-9.554805018,-10.137949,-9.233390035,-9.675606446,-9.0337768,-9.899301012,-9.175424266,-9.408061499,-9.296574245,-9.257506097,-9.004178736,-9.590733729,-9.007702588,-9.124049421,-9.447874701,-10.06011145
hsa-miR-17(1),-17.53376561,-11.77646195,-12.72865136,-12.71256466,-12.38908608,-15.36475342,-11.22744705,-13.4590808,-12.01540247,-10.65523941,-11.80316174,-10.24704084,-13.7636487,-11.96399645,-11.1856926,-11.43513418,-14.13455559,-13.72797586,-12.27192225,-12.52801963,-13.74967093,-11.24722319,-13.11810801,-11.85657619,-12.33396291,-11.54349961,-11.10712528,-12.48693463,-13.12901343,-12.34014347,-11.41134671,-11.31314269
hsa-miR-146a(1),-12.12478053,-11.1583766,-11.13177214,-13.55305695,-13.35716426,-12.9848494,-10.4555049,-10.28104812,-10.09256797,-13.33016918,-10.80316174,-10.61918702,-11.69407655,-12.17363859,-11.29965307,-12.08654904,-10.316121,-12.77245409,-10.93174892,-13.42536018,-14.31980601,-14.7066022,-14.18471839,-13.79816944,-14.59886064,-12.2805097,-11.35176993,-12.11315256,-11.37693751,-13.51709473,-10.11856664,-13.21894528
hsa-miR-1224-5p(1),-9.082962841,-11.30587434,-11.71742919,-14.07857098,-12.14093335,-7.726736724,-14.56000971,-10.04315255,-12.79301005,-9.852589217,-10.7593511,-11.11848966,-8.208344509,-10.50510043,-11.7013079,-12.34847075,-8.844647503,-9.54773146,-11.53998556,-11.79504904,-11.24038689,-9.848674417,-12.17486548,-13.26687241,-12.32272976,-11.2298809,-11.52880376,-11.42419412,-10.05200676,-11.52853524,-9.925921566,-12.40449823
hsa-miR-410(1),-29.89735285,-15.7221152,-18.55861647,-14.94061371,-18.30863822,-29.89735285,-15.16073952,-16.68972839,-14.59886064,-20.93445685,-17.40800661,-12.77142486,-17.0855768,-15.7221152,-16.93880014,-12.04689129,-16.4590808,-14.40174762,-17.53103064,-13.33612458,-19.40549976,-29.89735285,-17.34420358,-18.86117924,-19.55305695,-17.41051783,-15.47213695,-16.15546458,-17.37575241,-17.76485312,-14.73386041,-18.49327572
hsa-miR-155(1),-29.89735285,-13.04147457,-13.73582728,-16.70198065,-15.92257979,-29.89735285,-11.73068467,-13.78793026,-12.60036497,-14.50866283,-12.84681332,-12.68545506,-17.0855768,-14.03917754,-13.10908059,-13.40018711,-13.86979237,-14.89594466,-12.73662462,-15.83564415,-16.03432814,-13.12169114,-15.47213695,-15.93156857,-15.16073952,-13.40957561,-13.13801078,-14.67229608,-14.96347782,-15.22559067,-13.73386041,-15.03432814
hsa-miR-339-5p(1),-9.107909157,-11.03299741,-11.28936521,-12.17664099,-11.2004702,-9.254836605,-12.16113592,-10.0933621,-9.66962646,-10.48286168,-10.51483437,-10.45584122,-10.65176765,-10.4124985,-10.84031568,-10.40528648,-9.769172205,-11.23598182,-11.97171729,-10.44399379,-10.41438147,-9.577373193,-10.40162662,-9.95666217,-10.25974448,-10.02608679,-10.97938646,-10.62149662,-9.480099856,-11.07212386,-9.978389194,-9.003113114
hsa-miR-501-3p(1),-11.83373658,-12.51910034,-13.36780029,-14.58816075,-13.73386041,-13.43811337,-13.64987032,-12.08416665,-13.27843688,-11.992054,-12.07422822,-11.48927609,-14.04160837,-11.36369613,-13.03262261,-13.57225825,-11.3576412,-12.76499371,-12.88154582,-13.23525475,-12.24672179,-11.89930239,-13.68744263,-12.28313908,-13.58107132,-12.95035523,-12.32837992,-11.96377745,-10.32708762,-12.50353508,-11.56335024,-12.26634637
hsa-miR-381(1),-17.53376561,-14.12679219,-12.25096994,-9.370225247,-14.93608405,-16.68516048,-10.98247141,-14.22559067,-12.79301005,-13.8462289,-15.0440433,-11.91083303,-17.0855768,-13.89155289,-13.53582024,-11.66298446,-12.32639281,-13.41586873,-13.18676164,-12.4258999,-16.22007366,-29.89735285,-14.7066022,-17.57542476,-15.58816075,-14.08858974,-14.20092861,-16.48531234,-29.89735285,-15.63144484,-14.73386041,-16.37085361
hsa-miR-183(1),-7.244154829,-5.410010945,-6.829474101,-8.464577008,-4.391678688,-8.668481331,-11.65532782,-6.126561849,-10.55596868,-4.081464038,-7.813157901,-7.065462303,-11.13219951,-6.926693104,-6.493664642,-6.637017746,-8.727751981,-9.946539266,-6.255667865,-5.792671326,-6.267114174,-8.97873561,-6.620657624,-12.41825944,-7.469607281,-9.365396532,-6.195128478,-7.186867363,-5.808980612,-5.408292645,-8.543451698,-11.93226191
hsa-miR-154-5p(1),-29.89735285,-16.86289776,-18.14497221,-15.84410573,-18.25801215,-29.89735285,-16.83902283,-15.17668107,-14.01509192,-19.34660607,-18.14497221,-16.90299942,-29.89735285,-17.44872029,-17.93880014,-15.28195311,-14.86979237,-17.77776323,-18.47739268,-14.67229608,-18.32275933,-29.89735285,-16.7066022,-21.27530103,-17.43843365,-17.41051783,-18.37085361,-29.89735285,-29.89735285,-18.49860916,-29.89735285,-16.90653977
hsa-miR-25(1),-12.28624879,-9.214490252,-10.12712451,-11.25382779,-9.419509622,-11.90392792,-9.689462718,-10.41121508,-8.95650735,-7.382565132,-9.699939363,-8.320266145,-11.07516794,-9.60711684,-10.23032623,-9.011019199,-11.57302725,-11.38423442,-10.0205167,-9.700166163,-10.57162578,-8.121693147,-9.816881409,-8.146599669,-9.795231046,-8.762331893,-8.898197192,-9.273267814,-8.849459456,-9.838609307,-9.485348531,-9.585738672
hsa-miR-376c(1),-13.94971592,-12.5994783,-13.65358382,-11.74455803,-13.22138204,-14.68364106,-13.35413974,-13.72601966,-11.79301005,-15.15020886,-15.26481198,-11.58564444,-17.0855768,-13.4333177,-13.76766736,-10.3344043,-11.96381779,-12.82235429,-14.37391341,-10.28905832,-15.43971547,-29.89735285,-15.38313194,-15.53239748,-16.74728827,-14.23947619,-13.78793026,-13.51034527,-12.75889105,-14.63511116,-13.73386041,-13.53753467
hsa-miR-455-3p(1),-29.89735285,-16.07358757,-17.56140429,-15.12937535,-15.54613753,-29.89735285,-15.91364666,-17.08357166,-14.59886064,-29.89735285,-15.81886844,-15.04892552,-29.89735285,-15.82723191,-15.83564415,-16.19821423,-13.99610882,-17.23557476,-16.67003775,-15.75365078,-14.63144484,-29.89735285,-15.51202968,-13.44292503,-15.07358757,-15.08858974,-15.43971547,-29.89735285,-16.15546458,-15.11394531,-29.89735285,-15.07857098
hsa-miR-146b(1),-11.84767444,-11.41184977,-9.492050355,-13.65544416,-12.48249423,-14.87845723,-8.73330096,-10.5729811,-9.053468597,-12.79196606,-9.641331952,-10.50562888,-12.27903905,-10.71134262,-10.75488926,-10.85726919,-11.99623848,-12.30524625,-10.19029879,-12.85835887,-12.63536815,-11.53672864,-12.74322699,-10.75006842,-13.19134256,-10.36539653,-10.80621968,-11.74476596,-10.50246735,-11.33148841,-10.06085093,-11.36955898
hsa-miR-1180(1),-10.24877233,-12.36851724,-12.05700519,-13.64616635,-12.26490428,-9.354372971,-13.82933038,-11.17586644,-12.43043997,-12.24407391,-11.4922488,-11.67062552,-9.826652746,-11.62057869,-12.14578918,-13.14681596,-10.63549208,-11.53380838,-13.23560259,-14.52898281,-12.66980271,-12.38472812,-13.41744631,-13.42377393,-13.34510404,-12.08786103,-12.0686771,-12.2700256,-12.73308424,-11.86893414,-12.14831492,-12.36267761
hsa-miR-193a-5p(1),-13.44614174,-13.09697111,-11.48045639,-12.20326027,-16.51202968,-12.43736099,-10.51008647,-10.53297236,-8.942152071,-15.12421365,-11.42910271,-12.04972656,-9.578600437,-11.33748288,-12.81792016,-12.9695286,-11.17027,-10.78065354,-12.7604218,-10.8610558,-12.05503321,-14.7066022,-12.85293739,-13.59171857,-13.15671563,-12.40978756,-12.14326133,-13.15754588,-10.59557759,-11.9482614,-11.73327579,-12.91704589
hsa-miR-132(1),-12.44671346,-11.68991426,-13.11237302,-13.36932615,-11.51018956,-10.94382137,-11.67933838,-12.11985993,-12.27843688,-13.59350077,-9.646310858,-10.84110677,-14.76565663,-10.81043139,-11.51447979,-11.36057444,-13.20775065,-12.9140586,-11.94226491,-13.54613753,-14.18740747,-10.24722494,-10.6929441,-9.764899565,-11.39992979,-10.47905344,-9.834127639,-13.23154507,-11.86386532,-12.5458787,-11.41134671,-12.65906941
hsa-miR-432(1),-29.89735285,-15.44614174,-15.82723191,-15.94971592,-19.41555342,-15.68364106,-13.73582728,-16.08357166,-29.89735285,-18.12834153,-15.60964047,-10.60431909,-15.76164357,-14.39240976,-15.38931052,-11.54897912,-17.45648369,-12.8393717,-16.44614174,-11.42390077,-17.68668151,-29.89735285,-16.81387353,-19.86117924,-19.14079653,-17.41051783,-15.37085361,-13.95658046,-14.43971547,-16.7393744,-29.89735285,-17.7552458
hsa-miR-22(1),-6.592392482,-7.79642044,-6.377761829,-7.524987523,-9.013615501,-5.985717112,-5.90282936,-6.980944877,-6.842140103,-8.386937327,-6.857311515,-5.88733789,-6.714618899,-5.815422667,-6.96086228,-7.535924121,-5.807764094,-6.627264882,-7.030346036,-7.103370585,-7.375614648,-6.531730047,-7.009650294,-7.008771049,-8.262234364,-7.033665271,-6.771739322,-7.030844001,-5.640534748,-7.388893116,-5.302823904,-6.911384658
hsa-miR-21(1),-8.460032043,-5.381382921,-3.290429754,-4.488641559,-5.994658862,-9.048664972,-2.98592932,-5.047721166,-3.959666497,-6.538270898,-5.705096692,-5.960800007,-9.505194778,-5.819589101,-4.374044109,-4.975296334,-5.793894069,-5.978372912,-3.768916417,-3.891409205,-6.08710602,-4.521780383,-3.469395024,-4.973827689,-4.406701568,-4.069245019,-5.804797157,-4.177123185,-4.681635869,-4.391097308,-5.034571835,-4.680616097
hsa-miR-199a-5p(2),-11.49723225,-8.636470064,-8.129156816,-8.21803384,-8.8999542,-12.42451132,-8.561457157,-7.83092791,-7.146434306,-10.15381189,-8.964170811,-8.81655419,-11.85104947,-9.309243982,-8.364969817,-9.634302626,-9.921642003,-10.45490134,-8.537255404,-8.155638182,-8.39450066,-9.247224065,-7.518007277,-7.167090042,-7.57677153,-8.456554639,-8.934370737,-7.883902044,-7.904137676,-6.479282535,-9.688882709,-8.740970992
hsa-miR-1307-3p(1),-10.03432814,-11.62474129,-11.28315346,-12.9081136,-12.87028919,-9.852399826,-10.73487301,-10.41830879,-9.577996057,-11.30836379,-11.12954342,-10.43439334,-8.872076737,-10.36751437,-11.88461375,-13.34210468,-10.2559996,-10.96568618,-11.72822546,-11.34999889,-11.08551723,-10.70665525,-11.09686367,-10.87607191,-12.23582525,-11.49092776,-12.07368085,-10.60295871,-10.06103277,-11.57162139,-8.951916877,-11.01622395
hsa-miR-377(1),-14.94971592,-14.83986874,-14.68744263,-14.01270533,-15.11907034,-29.89735285,-13.66853416,-15.24787212,-15.60244497,-17.34901257,-16.55305695,-13.74570202,-29.89735285,-14.59171857,-16.28771238,-12.70965283,-13.64801715,-15.98671012,-15.74570202,-11.28331886,-16.44614174,-29.89735285,-16.7066022,-16.06367211,-19.55305695,-16.08357166,-15.50530381,-14.31098216,-14.05382432,-14.77776323,-29.89735285,-15.37697972
hsa-miR-130a(1),-14.07358757,-10.82249275,-12.03335417,-11.20368214,-11.2321384,-14.87845723,-11.28385473,-12.06594664,-11.89992525,-11.93266228,-10.36340912,-9.102729954,-14.1793552,-11.23292293,-10.2398896,-10.08467884,-13.64801715,-13.41586873,-11.28553555,-11.08333687,-13.38005255,-12.38472812,-12.23394763,-10.99025975,-12.38816549,-11.58324319,-9.839798665,-11.58466042,-11.12269447,-11.52901265,-13.14830837,-12.45487096
hsa-miR-329(2),-29.89735285,-16.59528518,-16.05382432,-17.04209503,-18.36110564,-16.68516048,-15.91364666,-15.58816075,-13.60065169,-20.93445685,-18.14497221,-14.5154044,-29.89735285,-17.14706459,-16.93880014,-13.53410784,-15.13455559,-14.89594466,-17.17668107,-14.06367211,-18.18310734,-29.89735285,-17.05578851,-18.33702002,-18.33225078,-16.08357166,-18.16603382,-18.47739268,-15.95887592,-17.14706459,-29.89735285,-17.26936307
hsa-miR-101(2),-9.334501161,-5.742142103,-6.55807206,-6.150799272,-5.84317219,-9.363361612,-5.414046189,-6.94480479,-6.047694253,-4.912897626,-8.145904412,-7.813969619,-11.72884232,-8.268470386,-6.19219235,-6.192662278,-5.56047553,-6.880699436,-5.523705736,-6.561523245,-6.627855877,-4.948432532,-5.489188542,-5.633117162,-5.761313771,-5.533465483,-7.688219021,-6.635163073,-6.856645412,-5.919209236,-6.490102467,-7.382126811
hsa-miR-96(1),-10.23955294,-8.229030061,-9.703884042,-10.99558146,-6.065423559,-12.041432,-14.25349666,-9.054159423,-12.01540247,-6.604066308,-9.831989315,-9.813969619,-13.91587476,-8.70640633,-8.747816586,-8.057203072,-11.96381779,-13.85261723,-9.265206074,-8.161656775,-8.274666015,-9.421253398,-8.152773557,-12.84300291,-9.080027984,-10.06106205,-8.60798458,-8.506496943,-7.070115413,-7.293753673,-9.118566644,-13.00011006
hsa-miR-362-5p(1),-12.21224821,-13.45583514,-13.39707114,-15.16603382,-13.64616635,-13.98436999,-13.64616635,-12.8879944,-14.59886064,-14.08858974,-12.4440581,-13.22928504,-13.7636487,-12.32787547,-13.39707114,-12.99498952,-13.54959309,-13.35262986,-13.64801715,-13.60065169,-13.26425829,-14.7066022,-13.74570202,-14.60244497,-13.58461168,-13.76565663,-12.44574731,-14.08607852,-13.10391465,-13.39862828,-12.41135064,-13.49194543
hsa-miR-135b(1),-29.89735285,-13.02792769,-17.27164401,-20.36402312,-14.46886182,-17.68668151,-14.04160837,-18.20910254,-29.89735285,-16.19821423,-10.51149888,-15.79406505,-29.89735285,-12.31621113,-17.08156931,-18.67455795,-29.89735285,-18.23557476,-18.47213695,-22.52231342,-14.71046484,-29.89735285,-15.51202968,-9.869356444,-15.30512943,-11.30126504,-13.05012419,-15.31098216,-16.64025971,-14.07110231,-29.89735285,-12.67322867
hsa-miR-889(1),-14.72601966,-29.89735285,-16.24226941,-14.44936564,-18.03239294,-29.89735285,-15.80228555,-18.76164357,-15.60244497,-29.89735285,-19.14079653,-15.79406505,-29.89735285,-18.5641975,-18.42567764,-13.67984948,-15.13455559,-15.62414004,-16.61977485,-14.51202968,-19.80724043,-29.89735285,-17.51472883,-20.0534318,-20.13912964,-29.89735285,-18.20473735,-29.89735285,-17.96071491,-19.58674007,-29.89735285,-18.07557887
hsa-miR-455-5p(1),-14.72601966,-16.12421365,-15.94061371,-15.29349473,-14.93608405,-29.89735285,-14.32868416,-13.43172268,-11.69347438,-18.12834153,-15.51878704,-15.85261723,-16.49860916,-15.82723191,-14.7221152,-15.87845723,-12.75523582,-15.62414004,-14.74174401,-14.7737164,-14.01270533,-29.89735285,-13.31538734,-13.48200719,-14.52557621,-14.41114632,-14.15546458,-15.89594466,-14.96347782,-14.12937535,-12.14831492,-12.76404003
hsa-miR-483-3p(1),-29.89735285,-29.89735285,-17.23780286,-19.14079653,-19.65656152,-16.68516048,-17.25349666,-20.08196956,-14.59886064,-29.89735285,-16.05382432,-19.02083591,-29.89735285,-17.34180508,-20.74506801,-19.16603382,-29.89735285,-29.89735285,-21.96071491,-18.33702002,-19.49860916,-29.89735285,-18.51472883,-19.40549976,-29.89735285,-18.41051783,-19.24450788,-29.89735285,-17.37575241,-19.42567764,-29.89735285,-17.49327572
hsa-miR-423-5p(1),-9.819928175,-11.42732558,-11.33843519,-14.0440433,-12.41344263,-10.03423737,-10.48077796,-11.74513239,-10.8999225,-12.27585897,-10.72664291,-10.52750208,-7.73545644,-9.743444626,-10.23493829,-11.9062518,-9.885817097,-10.58762339,-10.86023225,-11.74932321,-12.88828969,-11.53672864,-12.6945403,-13.27435732,-13.92034131,-12.62842713,-11.50607989,-12.54873707,-11.56958095,-12.43224087,-10.48534957,-12.43306238
hsa-miR-485-5p(1),-29.89735285,-18.18310734,-15.26481198,-17.30629808,-21.11927572,-15.36475342,-14.66853416,-16.49860916,-13.27843688,-29.89735285,-18.0285303,-14.60603824,-14.76565663,-16.49860916,-17.28540591,-15.35262986,-29.89735285,-14.09614973,-16.82555533,-13.23525475,-18.11190039,-29.89735285,-18.51472883,-21.86392985,-29.89735285,-17.41051783,-18.45648369,-15.89594466,-16.96255626,-17.0855768,-29.89735285,-20.07717389
hsa-miR-186(1),-9.014537436,-10.15561103,-10.57783508,-10.79116822,-9.987644313,-9.177495318,-10.31016867,-9.922885047,-9.985653666,-9.925643724,-9.041644103,-8.916504825,-9.901520849,-9.054635757,-9.294490912,-9.404153143,-9.641890847,-10.43831954,-10.14246372,-11.12247252,-10.46051527,-9.577373193,-11.11170563,-9.463127802,-11.38482456,-10.06549515,-8.682024862,-10.19870583,-9.159382681,-10.01176074,-9.978389194,-10.48633227
hsa-miR-320(1),-6.967168313,-8.287348596,-7.182804626,-10.48880957,-10.66958181,-7.117333401,-6.917219902,-7.644484476,-7.420454153,-8.461128302,-7.147844692,-7.065522787,-4.506726044,-6.490121142,-8.059201112,-8.466219503,-6.402425021,-6.891200413,-8.101812938,-8.7873265,-9.467718298,-7.912239857,-9.69693433,-9.227413325,-11.01429794,-8.493911154,-8.213530233,-7.914374593,-7.190409621,-8.85781326,-6.802539173,-9.867467145
hsa-miR-338-3p(1),-13.30512943,-12.20620231,-11.95658619,-9.786128017,-11.54362019,-15.09867856,-11.45896302,-12.36080207,-11.79301005,-14.49194543,-13.14919932,-10.76945171,-14.50195261,-13.19676413,-12.48125633,-10.89249325,-13.28575165,-13.40487372,-12.05257967,-12.97338709,-10.17367358,-11.12169435,-11.18604214,-10.82571766,-11.84738735,-12.38742325,-12.03562376,-12.35019472,-11.59995739,-10.28501526,-11.92592157,-10.59310404
hsa-miR-539(1),-15.21457767,-17.59814484,-17.8238807,-16.48531234,-29.89735285,-29.89735285,-16.07358757,-19.49860916,-29.89735285,-29.89735285,-19.72993471,-16.08357166,-29.89735285,-20.14748343,-29.89735285,-14.25631718,-14.28482987,-16.77614314,-19.47739268,-14.23390594,-21.0518628,-29.89735285,-19.50933557,-21.27530103,-20.13912964,-29.89735285,-18.20473735,-29.89735285,-29.89735285,-19.86117924,-29.89735285,-20.07717389
hsa-miR-642-5p(1),-11.28624518,-14.44614174,-15.16603382,-18.14079653,-13.71046484,-14.10121182,-18.84071514,-14.43971547,-15.60244497,-14.30512943,-13.23360019,-13.49527345,-14.91810631,-12.0421437,-14.17668107,-13.04897443,-29.89735285,-16.7127874,-16.09362533,-16.01509192,-15.06367211,-29.89735285,-14.53582024,-13.26315156,-15.25914323,-15.24226941,-11.92362746,-13.62231961,-13.20701379,-15.88717445,-13.73386041,-14.29639462
hsa-let-7i(1),-6.946396204,-6.162016752,-6.708264588,-7.714252111,-7.14994063,-8.039180959,-6.182165035,-6.551872888,-6.196286197,-6.586152511,-6.494749428,-6.634153727,-8.501583401,-6.812941823,-6.332730945,-6.612528895,-5.987883174,-6.471570435,-6.147891135,-6.439165676,-6.705406281,-6.301514223,-6.500696991,-6.879951761,-6.78917715,-7.274081294,-6.61880797,-6.633398577,-5.930284065,-6.554644301,-6.386762755,-7.018589816
hsa-miR-137(1),-9.050358228,-8.104508556,-9.568362442,-9.756867545,-6.597104902,-11.47583449,-11.16678321,-8.926357381,-12.01540247,-7.506105331,-8.688311264,-9.70043621,-12.331507,-7.701228938,-7.539450282,-8.19510998,-10.23650387,-8.317304576,-7.814138447,-12.12409128,-8.774767485,-8.10674305,-9.595854426,-10.25479694,-8.30978957,-8.628431128,-7.812711181,-9.563596943,-10.9903566,-7.938686866,-9.485348531,-8.91831011
hsa-miR-335-5p(1),-14.53582024,-12.03469128,-13.41114632,-12.78487262,-10.56698738,-14.68364106,-12.81683717,-12.85394102,-12.27843688,-12.23710621,-12.75504632,-11.34929108,-15.27621674,-12.02135159,-11.81792536,-11.64901756,-13.54959309,-13.39085931,-12.78809352,-13.1469599,-14.22007366,-11.70665525,-13.90034984,-11.26501434,-14.11650555,-12.45559201,-11.60843723,-13.23154507,-11.64901756,-12.11797334,-11.73327579,-12.79151594
hsa-miR-339-3p(1),-10.94921095,-13.01450684,-12.31607135,-12.88637682,-13.0280964,-11.59782731,-12.87112121,-11.19401362,-12.27843688,-11.47463924,-11.98799296,-11.42939314,-11.91647136,-11.00978118,-12.2026685,-12.57274157,-11.54878029,-12.18885493,-12.04704391,-11.24403191,-11.87904399,-12.38472812,-12.28589573,-13.34210468,-12.18551115,-11.5896095,-12.34688411,-13.39240976,-13.31833161,-12.25068165,-9.875295299,-12.7281912
hsa-miR-376a-A6G-3p(2),-14.94971592,-13.49360848,-14.78997229,-12.73206308,-15.06862132,-29.89735285,-14.83986874,-13.67606784,-12.79301005,-18.60964047,-15.63144484,-13.13134165,-15.76164357,-14.69507595,-14.7221152,-11.08370003,-12.71906732,-13.43651304,-14.57753963,-11.07626402,-15.76164357,-29.89735285,-15.51202968,-16.16603382,-16.70198065,-14.94971592,-15.12421365,-14.08607852,-13.85903397,-14.63511116,-29.89735285,-13.75564483
hsa-miR-184(1),-13.83353649,-29.89735285,-29.89735285,-18.24899527,-21.53540908,-15.09867856,-15.76968089,-19.49860916,-29.89735285,-19.93445685,-19.40549976,-16.60964047,-29.89735285,-15.01987699,-11.07504655,-17.92437307,-14.64987032,-29.89735285,-18.28540591,-17.22227793,-18.28540591,-29.89735285,-18.93156857,-14.80641344,-13.67229608,-29.89735285,-15.4590808,-29.89735285,-18.96071491,-20.67094066,-29.89735285,-29.89735285
hsa-miR-190b(1),-29.89735285,-14.93608405,-29.89735285,-18.62705753,-17.14079653,-29.89735285,-15.98671012,-17.08357166,-29.89735285,-14.07607713,-16.72993471,-13.68554059,-16.49860916,-16.44614174,-15.94061371,-16.15546458,-15.13455559,-16.7127874,-18.07557887,-19.33702002,-17.7393744,-29.89735285,-17.70814602,-19.86117924,-19.14079653,-29.89735285,-15.44614174,-17.48002774,-18.96071491,-18.81387353,-29.89735285,-29.89735285
hsa-miR-92b(1),-14.53582024,-11.33408581,-12.05965717,-13.9383471,-10.94453768,-12.43736099,-12.52571232,-11.7645971,-12.14093335,-10.38027943,-11.26593419,-11.2737821,-14.11650555,-11.995337,-12.27605931,-11.79776361,-13.86979237,-13.48696776,-12.94922521,-12.6309506,-12.87275423,-12.38472812,-11.56538626,-11.13080453,-11.44390939,-11.07591829,-11.61970675,-11.63398736,-12.63097806,-11.46311966,-29.89735285,-12.45362416
hsa-miR-150(1),-13.44614174,-10.87155362,-12.22692481,-13.20831037,-14.22282953,-29.89735285,-9.815177819,-11.34128843,-9.767473701,-14.12679219,-10.59759928,-9.582643496,-12.10911246,-12.51505813,-12.70678545,-12.36705321,-11.81181815,-13.48696776,-10.24970472,-14.27908207,-13.69699061,-14.7066022,-13.39551567,-12.16945898,-14.16338424,-11.08786103,-11.55304828,-13.23154507,-12.62204674,-13.70853223,-10.92592157,-11.87234851
hsa-let-7a(3),-8.706323167,-5.592159805,-6.72341089,-6.530821724,-5.556984669,-8.957539084,-6.572766844,-6.912165487,-6.565564302,-5.339475873,-5.206644487,-5.307582115,-8.494050551,-5.912919357,-5.475861266,-4.920946058,-7.464958272,-7.021221715,-6.162953837,-6.638751598,-6.726508306,-6.312235921,-6.036799869,-6.868196241,-5.552256747,-6.585321072,-5.191450843,-6.688244462,-6.594836641,-6.464970507,-8.01779503,-7.277158539
hsa-miR-409-5p(1),-29.89735285,-19.18310734,-16.89770512,-16.19821423,-17.87152119,-29.89735285,-14.83986874,-15.94971592,-14.59886064,-17.76485312,-18.14497221,-13.36627605,-16.08357166,-16.10374954,-17.15968299,-14.14758816,-14.64987032,-15.74570202,-17.98296772,-13.43811337,-17.98671012,-29.89735285,-17.51472883,-19.28080401,-18.55305695,-17.41051783,-17.53103064,-29.89735285,-16.15546458,-23.67045904,-12.41135064,-18.49327572
